-4.992203,3.053600,15.566597,285063.437500,1.418786,-3.798320,73.126152
-4.967102,3.055401,15.568100,285063.437500,1.409309,-3.798352,73.117393
-4.942001,3.057201,15.569504,285063.437500,1.402646,-3.785943,73.117218
-4.917000,3.059101,15.570900,285063.437500,1.388740,-3.764789,73.116005
-4.891998,3.060902,15.572403,285063.437500,1.390010,-3.748997,73.119293
-4.866898,3.062801,15.573898,285063.468750,1.394242,-3.747322,73.121613
-4.841904,3.064602,15.575401,285063.468750,1.392043,-3.754945,73.123573
-4.816902,3.066502,15.576897,285063.468750,1.400358,-3.761854,73.120201
-4.791901,3.068298,15.578400,285063.468750,1.405896,-3.759816,73.112091
-4.766899,3.070202,15.579903,285063.468750,1.396310,-3.749431,73.110237
-4.741798,3.072102,15.581398,285063.468750,1.383083,-3.735499,73.114525
-4.716797,3.073898,15.582901,285063.468750,1.373949,-3.718303,73.121231
-4.691803,3.075802,15.584396,285063.500000,1.366940,-3.697575,73.117081
-4.666901,3.077702,15.585899,285063.500000,1.359683,-3.678082,73.110107
-4.641899,3.079498,15.587402,285063.500000,1.350739,-3.667278,73.116821
-4.616898,3.081402,15.588997,285063.500000,1.342650,-3.665591,73.123573
-4.592003,3.083302,15.590599,285063.500000,1.346708,-3.664936,73.120239
-4.567001,3.085201,15.592102,285063.500000,1.356994,-3.658270,73.111855
-4.542000,3.087101,15.593697,285063.531250,1.361210,-3.643218,73.115486
-4.517097,3.089001,15.595200,285063.531250,1.357143,-3.621648,73.125801
-4.492203,3.090900,15.596703,285063.531250,1.357414,-3.596152,73.129395
-4.467201,3.092899,15.598297,285063.531250,1.356894,-3.569942,73.129211
-4.442299,3.094799,15.599800,285063.531250,1.361175,-3.544503,73.124954
-4.417198,3.096699,15.601402,285063.531250,1.367075,-3.520632,73.125237
-4.392303,3.098598,15.602997,285063.562500,1.367852,-3.497691,73.129234
-4.367500,3.100498,15.604500,285063.562500,1.367985,-3.473530,73.139977
-4.342598,3.102501,15.606102,285063.562500,1.357585,-3.445961,73.143761
-4.317703,3.104401,15.607697,285063.562500,1.356907,-3.415482,73.134293
-4.292801,3.106300,15.609299,285063.562500,1.363951,-3.386559,73.135551
-4.267899,3.108200,15.611000,285063.562500,1.368257,-3.363358,73.143532
-4.242996,3.110199,15.612602,285063.593750,1.387452,-3.348040,73.150696
-4.218102,3.112099,15.614304,285063.593750,1.401819,-3.335338,73.152588
-4.193298,3.113998,15.615898,285063.593750,1.406823,-3.315801,73.146042
-4.168503,3.115898,15.617599,285063.593750,1.409009,-3.289501,73.144241
-4.143600,3.117901,15.619301,285063.593750,1.399754,-3.260127,73.146446
-4.118797,3.119801,15.620903,285063.593750,1.395643,-3.235355,73.158180
-4.094002,3.121700,15.622704,285063.593750,1.388275,-3.220111,73.162231
-4.069199,3.123600,15.624397,285063.625000,1.389490,-3.212621,73.154434
-4.044403,3.125500,15.626198,285063.625000,1.393885,-3.213373,73.157738
-4.019699,3.127399,15.627998,285063.625000,1.392343,-3.219758,73.155373
-3.994904,3.129299,15.629799,285063.625000,1.402249,-3.227780,73.151955
-3.970100,3.131199,15.631599,285063.625000,1.396779,-3.230704,73.155174
-3.945503,3.133099,15.633400,285063.625000,1.386857,-3.225754,73.161674
-3.920799,3.134998,15.635200,285063.656250,1.386235,-3.220857,73.158546
-3.896103,3.136902,15.637001,285063.656250,1.387265,-3.222289,73.151024
-3.871399,3.138802,15.638802,285063.656250,1.391485,-3.232166,73.156548
-3.846603,3.140701,15.640701,285063.656250,1.390007,-3.246770,73.161301
-3.821999,3.142601,15.642601,285063.656250,1.393275,-3.259914,73.152573
-3.797302,3.144402,15.644402,285063.656250,1.389010,-3.268254,73.144989
-3.772598,3.146301,15.646301,285063.687500,1.371392,-3.272751,73.145699
-3.748001,3.148201,15.648201,285063.687500,1.364826,-3.278418,73.149551
-3.723396,3.150101,15.650101,285063.687500,1.356529,-3.289549,73.151642
-3.698700,3.152000,15.652000,285063.687500,1.342722,-3.305198,73.151443
-3.674103,3.153801,15.653900,285063.687500,1.334903,-3.321876,73.139366
-3.649399,3.155701,15.655800,285063.687500,1.329610,-3.337819,73.136238
-3.624802,3.157501,15.657700,285063.718750,1.298872,-3.349125,73.146217
-3.600197,3.159401,15.659599,285063.718750,1.279280,-3.353439,73.149406
-3.575500,3.161301,15.661499,285063.718750,1.278244,-3.357459,73.137810
-3.550903,3.163101,15.663399,285063.718750,1.265336,-3.363437,73.130318
-3.526398,3.165001,15.665298,285063.718750,1.251913,-3.369730,73.138954
-3.501801,3.166901,15.667198,285063.718750,1.235405,-3.372396,73.137978
-3.477203,3.168701,15.669098,285063.718750,1.227428,-3.372545,73.126480
-3.452599,3.170601,15.671097,285063.750000,1.220783,-3.375001,73.128685
-3.428001,3.172501,15.672997,285063.750000,1.190019,-3.378884,73.131851
-3.403397,3.174400,15.674896,285063.750000,1.188786,-3.380421,73.121506
-3.378899,3.176201,15.676903,285063.750000,1.182266,-3.380049,73.111183
-3.354301,3.178101,15.678802,285063.750000,1.154382,-3.380958,73.107689
-3.329803,3.179901,15.680801,285063.750000,1.147307,-3.388457,73.102470
-3.305199,3.181801,15.682800,285063.781250,1.135175,-3.399984,73.095573
-3.280701,3.183601,15.684898,285063.781250,1.104081,-3.408959,73.086693
-3.256203,3.185501,15.686996,285063.781250,1.079559,-3.413565,73.079636
-3.231598,3.187302,15.689102,285063.781250,1.049102,-3.418259,73.076080
-3.207100,3.189201,15.691299,285063.781250,1.011354,-3.426991,73.071304
-3.182602,3.191002,15.693398,285063.781250,0.984235,-3.441013,73.067268
-3.158096,3.192902,15.695602,285063.812500,0.955801,-3.456787,73.054787
