-4.454597,4.998402,14.172501,283721.937500,-1.102030,-1.760413,126.925797
-4.431702,4.983700,14.172501,283721.937500,-1.082592,-1.690565,126.931343
-4.408798,4.969002,14.172401,283721.937500,-1.045497,-1.617824,126.927452
-4.385902,4.954201,14.172302,283721.937500,-1.008210,-1.543178,126.924255
-4.362999,4.939602,14.172302,283721.937500,-0.982480,-1.468050,126.934013
-4.340103,4.924900,14.172203,283721.968750,-0.948116,-1.390516,126.938293
-4.317299,4.910198,14.172203,283721.968750,-0.900948,-1.314323,126.930656
-4.294502,4.895599,14.172096,283721.968750,-0.857042,-1.244599,126.933113
-4.271698,4.881001,14.172096,283721.968750,-0.818811,-1.184119,126.943520
-4.248901,4.866402,14.172096,283721.968750,-0.781912,-1.129362,126.950455
-4.226196,4.851799,14.172096,283721.968750,-0.736230,-1.071391,126.944527
-4.203400,4.837200,14.172096,283721.968750,-0.695146,-1.007551,126.937653
-4.180702,4.822700,14.172096,283722.000000,-0.682134,-0.944158,126.949226
-4.158096,4.808201,14.172096,283722.000000,-0.672396,-0.881116,126.959969
-4.135399,4.793598,14.172096,283722.000000,-0.648751,-0.820436,126.952011
-4.112801,4.779099,14.172096,283722.000000,-0.635479,-0.763425,126.943260
-4.090103,4.764599,14.172096,283722.000000,-0.611005,-0.711705,126.953171
-4.067497,4.750099,14.172203,283722.000000,-0.578578,-0.666335,126.963234
-4.044998,4.735699,14.172203,283722.031250,-0.534307,-0.619335,126.962532
-4.022400,4.721199,14.172203,283722.031250,-0.484335,-0.565987,126.956993
-3.999802,4.706799,14.172302,283722.031250,-0.445439,-0.515201,126.960381
-3.977303,4.692402,14.172302,283722.031250,-0.409523,-0.469814,126.971581
-3.954903,4.678101,14.172302,283722.031250,-0.361731,-0.426948,126.967064
-3.932503,4.663700,14.172401,283722.031250,-0.320274,-0.386715,126.957268
-3.910103,4.649399,14.172501,283722.062500,-0.288024,-0.353220,126.963432
-3.887703,4.635101,14.172600,283722.062500,-0.252291,-0.324978,126.974861
-3.865303,4.620701,14.172699,283722.062500,-0.223510,-0.295175,126.972160
-3.843002,4.606400,14.172798,283722.062500,-0.187017,-0.255100,126.963493
-3.820702,4.592098,14.172798,283722.062500,-0.158628,-0.209331,126.967415
-3.798302,4.577801,14.172897,283722.062500,-0.138302,-0.165651,126.982658
-3.776001,4.563599,14.172897,283722.093750,-0.108470,-0.124327,126.987389
-3.753799,4.549301,14.172997,283722.093750,-0.077450,-0.084718,126.974915
-3.731598,4.535099,14.173103,283722.093750,-0.052473,-0.051566,126.970360
-3.709396,4.520901,14.173203,283722.093750,-0.020713,-0.028447,126.981010
-3.687302,4.506699,14.173302,283722.093750,0.016550,-0.015764,126.988869
-3.665100,4.492500,14.173500,283722.093750,0.052390,-0.004173,126.988258
-3.642998,4.478298,14.173698,283722.093750,0.086865,0.013115,126.980606
-3.620903,4.464199,14.173897,283722.125000,0.115532,0.030513,126.978745
-3.598900,4.450100,14.174004,283722.125000,0.137743,0.044339,126.988441
-3.576897,4.436001,14.174202,283722.125000,0.158043,0.057702,126.991005
-3.554901,4.421902,14.174301,283722.125000,0.170284,0.074198,126.982346
-3.532997,4.407700,14.174500,283722.125000,0.185345,0.096908,126.973839
-3.511002,4.393600,14.174599,283722.125000,0.207399,0.122792,126.976234
-3.488998,4.379501,14.174698,283722.156250,0.216862,0.147883,126.984535
-3.467102,4.365501,14.174797,283722.156250,0.239822,0.173858,126.987396
-3.445297,4.351501,14.175003,283722.156250,0.267124,0.198625,126.980400
-3.423500,4.337502,14.175102,283722.156250,0.285882,0.216168,126.981102
-3.401703,4.323502,14.175301,283722.156250,0.303111,0.228737,126.988922
-3.379898,4.309502,14.175499,283722.156250,0.323192,0.243088,126.989517
-3.358101,4.295502,14.175598,283722.187500,0.339539,0.266283,126.984734
-3.336304,4.281502,14.175697,283722.187500,0.367198,0.298662,126.985130
-3.314598,4.267601,14.175797,283722.187500,0.391679,0.333797,126.996193
-3.292900,4.253700,14.175903,283722.187500,0.416788,0.368970,127.001511
-3.271202,4.239700,14.175903,283722.187500,0.468380,0.406529,126.992416
-3.249496,4.225800,14.176002,283722.187500,0.511591,0.444010,126.986679
-3.227798,4.212002,14.176102,283722.218750,0.548573,0.477366,126.997185
-3.206200,4.198101,14.176201,283722.218750,0.593044,0.502141,127.005135
-3.184700,4.184299,14.176300,283722.218750,0.637624,0.517157,126.997314
-3.163200,4.170399,14.176498,283722.218750,0.688705,0.523148,126.989914
-3.141602,4.156700,14.176598,283722.218750,0.734557,0.519893,126.994255
-3.120201,4.142899,14.176804,283722.218750,0.764549,0.512407,127.002022
-3.098701,4.129101,14.177002,283722.218750,0.806072,0.510050,126.997810
-3.077301,4.115299,14.177200,283722.250000,0.843864,0.512740,126.986031
-3.056000,4.101601,14.177300,283722.250000,0.863192,0.515591,126.990250
-3.034599,4.087799,14.177399,283722.250000,0.888593,0.517962,126.999748
-3.013298,4.074100,14.177597,283722.250000,0.925832,0.517221,126.995804
-2.991997,4.060398,14.177696,283722.250000,0.966777,0.511693,126.987144
-2.970802,4.046700,14.177902,283722.250000,1.009392,0.496403,126.986061
-2.949600,4.033001,14.178200,283722.281250,1.044278,0.470035,126.991676
-2.928398,4.019402,14.178398,283722.281250,1.079974,0.441536,126.994141
-2.907204,4.005699,14.178596,283722.281250,1.112313,0.418648,126.986687
-2.886101,3.992100,14.178802,283722.281250,1.125488,0.396534,126.982918
-2.864998,3.978401,14.179001,283722.281250,1.136209,0.373099,126.990997
-2.844002,3.964802,14.179199,283722.281250,1.142655,0.350898,126.994766
-2.822998,3.951099,14.179398,283722.312500,1.137649,0.330919,126.989281
-2.802002,3.937500,14.179497,283722.312500,1.133973,0.312632,126.984787
-2.780998,3.923801,14.179703,283722.312500,1.129886,0.292503,126.985634
-2.760101,3.910301,14.179802,283722.312500,1.123002,0.270026,126.992699
-2.739098,3.896702,14.180000,283722.312500,1.140109,0.249124,126.993309
-2.718201,3.883099,14.180199,283722.312500,1.163522,0.229199,126.988747
-2.697403,3.869499,14.180397,283722.343750,1.186449,0.208549,126.987259
-2.676498,3.855999,14.180496,283722.343750,1.224607,0.187660,126.992447
-2.655601,3.842400,14.180702,283722.343750,1.248009,0.171076,126.993393
-2.634804,3.828899,14.180801,283722.343750,1.265563,0.164039,126.989540
-2.613998,3.815399,14.180901,283722.343750,1.284227,0.162720,126.987663
-2.593201,3.801800,14.181000,283722.343750,1.284997,0.159297,126.990601
-2.572502,3.788300,14.181099,283722.343750,1.290895,0.153212,126.995125
-2.551804,3.774799,14.181198,283722.375000,1.305953,0.145281,126.991203
-2.531097,3.761299,14.181396,283722.375000,1.311961,0.134308,126.984940
-2.510498,3.747799,14.181503,283722.375000,1.330032,0.118022,126.981987
